PHILIPPINES,Year,Month,Price,Annual Price,MonthNum,Date
"PECHAY (NATIVE), 1 KG",2020,August,64.77,68.3,8,8/1/2020
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2020,August,101.75,104.21,8,8/1/2020
"SILING LABUYO (WILD CHILI), 1 KG",2020,August,275.45,236.17,8,8/1/2020
"SIBUYAS (ONION), 1 KG",2020,August,180.14,167.65,8,8/1/2020
"LABANOS (RADISH), 1 KG",2020,August,45.88,37.69,8,8/1/2020
"SITAW (STRING BEAN), 1 KG",2020,August,55.45,47.13,8,8/1/2020
"AMPALAYA (BITTER GOURD), 1 KG",2020,August,60.42,53.07,8,8/1/2020
"UPO (BOTTLE GOURD), 1 KG",2020,August,50.91,43.17,8,8/1/2020
"TALONG (EGGPLANT), (NATIVE), 1 KG",2020,August,50.14,43.23,8,8/1/2020
"LUYA (GINGER), 1 KG",2020,August,150.31,120.42,8,8/1/2020
"BAWANG (GARLIC), 1 KG",2020,August,220.88,206.77,8,8/1/2020
"KAMATIS (TOMATO), 1 KG",2020,August,70.07,58.21,8,8/1/2020
"KAROT (CARROT), 1 KG",2020,August,75.55,66.4,8,8/1/2020
"BROKOLI (BROCCOLI), 1 KG",2020,August,145.93,138.97,8,8/1/2020
"SINGKAMAS (JICAMA), 1 KG",2020,August,36.6,30.73,8,8/1/2020
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2020,August,145.18,138.96,8,8/1/2020
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2020,August,66.83,59.54,8,8/1/2020
"MUSTASA (MUSTARD LEAVE), 1 KG",2020,August,48.14,41.08,8,8/1/2020
"SAYOTE (CHAYOTE), 1 KG",2020,August,38.41,33.92,8,8/1/2020
"KALABASA (SQUASH), 1 KG",2020,August,33.09,27.42,8,8/1/2020
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2020,August,26.04,21.24,8,8/1/2020
"OKRA, 1 KG",2020,August,55.87,47.22,8,8/1/2020
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2020,August,145.03,116.74,8,8/1/2020
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2020,August,70.91,64.71,8,8/1/2020
"SAMPALOC (TAMARIND), 1 KG",2020,August,85.92,77.92,8,8/1/2020
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2020,August,55.44,46.65,8,8/1/2020
"PATOLA (SPONGE GOURD), 1 KG",2020,August,50.22,42.78,8,8/1/2020
"PATANI (LIMA BEAN), 1 KG",2020,August,55.05,47.43,8,8/1/2020
"SALUYOT (JUTE MALLOW), 1 KG",2020,August,50.92,42.35,8,8/1/2020
"KADYOS (PIGEON BEAN), 1 KG",2020,August,65.05,58.09,8,8/1/2020
"BATAW (HYACINTH BEAN), 1 KG",2020,August,55.19,48.36,8,8/1/2020
"KAMOTENG KAHOY (CASSAVA), 1 KG",2020,August,50.14,43.86,8,8/1/2020
"GABI (TARRO), 1 KG",2020,August,65.08,58.62,8,8/1/2020
"SILING-TAMBAN (BELL PEPPER), 1 KG",2020,August,85.12,80.44,8,8/1/2020
"PATATAS (POTATO), 1 KG",2020,August,75.12,68.85,8,8/1/2020
"LETTUCE (LITSUGAS), 1 KG",2020,August,95.15,88.62,8,8/1/2020
"GREEN BEANS (BAGUIO BEANS), 1 KG",2020,August,65.05,58.85,8,8/1/2020
"SILING LABUYO (RED CHILI), 1 KG",2020,August,95.15,88.27,8,8/1/2020
"KOLITIS/URAY (AMARANTH), 1 KG",2020,August,55.12,48.62,8,8/1/2020
"TOGUE (BEAN SPROUTS), 1 KG",2020,August,28.01,24.94,8,8/1/2020
"PAKO (FIDDLEHEAD FERN), 1 KG",2020,August,65.88,58.04,8,8/1/2020
"MUSHROOM (OYSTER/FRESH), 1 KG",2020,August,160.15,148.44,8,8/1/2020
"TANGLAD (LEMON GRASS), 1 KG",2020,August,20.03,16.77,8,8/1/2020
"KUTSAY (CHIVES), 1 KG",2020,August,50.88,41.62,8,8/1/2020
"LABONG (BAMBOO SHOOT), 1 KG",2020,August,55.03,47.6,8,8/1/2020
"ARARU (ARROWROOT), 1 KG",2020,August,85.05,78.42,8,8/1/2020
"KAMOTE (SWEET POTATO), 1 KG",2020,August,55.99,47.34,8,8/1/2020
"GABI (TARO), 1 KG",2020,August,60.88,51.35,8,8/1/2020
"UBE (PURPLE YAM), 1 KG",2020,August,65.05,58.09,8,8/1/2020
"SINANDOMENG RICE, 1 KG",2020,August,47.1,46.13,8,8/1/2020
"DINORADO RICE, 1 KG",2020,August,50.65,49.85,8,8/1/2020
"JASMINE RICE, 1 KG",2020,August,51.86,50.91,8,8/1/2020
"MALAGKIT (STICKY RICE), 1 KG",2020,August,52.06,52.84,8,8/1/2020
"MILAGROSA RICE, 1 KG",2020,August,43.59,43.99,8,8/1/2020
"PINAWA (BROWN RICE), 1 KG",2020,August,61.15,60.58,8,8/1/2020
"PULANG BIGAS (RED RICE), 1 KG",2020,August,56.16,57.21,8,8/1/2020
"REPOLYO (CABBAGE), 1 KG",2021,August,94.69,91.12,8,8/1/2021
"KOLIFLOWER (CAULIFLOWER), 1 KG",2021,August,160.63,135.17,8,8/1/2021
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2021,August,36.79,35.81,8,8/1/2021
"ALUGBATI (MALABAR SPINACH), 1 KG",2021,August,52.97,58.7,8,8/1/2021
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2021,August,36.3,37.42,8,8/1/2021
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2021,August,36.16,36.93,8,8/1/2021
"GABI LEAVES (DAHON NG GABI), 1 KG",2021,August,78.7,80.67,8,8/1/2021
"KANGKONG (WATER SPINACH), 1 KG",2021,August,39.47,39.24,8,8/1/2021
"MALUNGGAY (MORINGA), 1 KG",2021,August,42.79,45.44,8,8/1/2021
"BOK CHOY (CHINESE CABBAGE), 1 KG",2021,August,67.39,66.62,8,8/1/2021
"PECHAY (NATIVE), 1 KG",2021,August,70.42,72.15,8,8/1/2021
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2021,August,107.72,110.23,8,8/1/2021
"SILING LABUYO (WILD CHILI), 1 KG",2021,August,300.22,266.37,8,8/1/2021
"SIBUYAS (ONION), 1 KG",2021,August,195.96,184.11,8,8/1/2021
"LABANOS (RADISH), 1 KG",2021,August,50.23,43.48,8,8/1/2021
"SITAW (STRING BEAN), 1 KG",2021,August,60.95,52.29,8,8/1/2021
"AMPALAYA (BITTER GOURD), 1 KG",2021,August,65.5,58,8,8/1/2021
"UPO (BOTTLE GOURD), 1 KG",2021,August,55.06,48.12,8,8/1/2021
"TALONG (EGGPLANT), (NATIVE), 1 KG",2021,August,55.17,47.42,8,8/1/2021
"LUYA (GINGER), 1 KG",2021,August,165.73,130.92,8,8/1/2021
"BAWANG (GARLIC), 1 KG",2021,August,235.19,223.46,8,8/1/2021
"KAMATIS (TOMATO), 1 KG",2021,August,75.98,63.49,8,8/1/2021
"KAROT (CARROT), 1 KG",2021,August,80.83,71.46,8,8/1/2021
"BROKOLI (BROCCOLI), 1 KG",2021,August,155.04,148.05,8,8/1/2021
"SINGKAMAS (JICAMA), 1 KG",2021,August,39.04,33.46,8,8/1/2021
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2021,August,155.05,148.23,8,8/1/2021
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2021,August,70.85,63.56,8,8/1/2021
"MUSTASA (MUSTARD LEAVE), 1 KG",2021,August,51.55,44.49,8,8/1/2021
"SAYOTE (CHAYOTE), 1 KG",2021,August,41.01,37.38,8,8/1/2021
"KALABASA (SQUASH), 1 KG",2021,August,35.92,30.32,8,8/1/2021
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2021,August,28.17,23.44,8,8/1/2021
"OKRA, 1 KG",2021,August,60.29,51.96,8,8/1/2021
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2021,August,160.05,131.06,8,8/1/2021
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2021,August,75.03,68.06,8,8/1/2021
"SAMPALOC (TAMARIND), 1 KG",2021,August,90.15,83.15,8,8/1/2021
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2021,August,60.33,52.67,8,8/1/2021
"PATOLA (SPONGE GOURD), 1 KG",2021,August,55.87,47.35,8,8/1/2021
"PATANI (LIMA BEAN), 1 KG",2021,August,60.88,52.45,8,8/1/2021
"SALUYOT (JUTE MALLOW), 1 KG",2021,August,55.03,47.85,8,8/1/2021
"KADYOS (PIGEON BEAN), 1 KG",2021,August,70.09,63.44,8,8/1/2021
"BATAW (HYACINTH BEAN), 1 KG",2021,August,60.05,53.37,8,8/1/2021
"KAMOTENG KAHOY (CASSAVA), 1 KG",2021,August,55.88,49.09,8,8/1/2021
"GABI (TARRO), 1 KG",2021,August,70.88,63.52,8,8/1/2021
"SILING-TAMBAN (BELL PEPPER), 1 KG",2021,August,90.05,83.61,8,8/1/2021
"PATATAS (POTATO), 1 KG",2021,August,80.05,73.83,8,8/1/2021
"LETTUCE (LITSUGAS), 1 KG",2021,August,100.15,93.26,8,8/1/2021
"GREEN BEANS (BAGUIO BEANS), 1 KG",2021,August,70.88,63.44,8,8/1/2021
"SILING LABUYO (RED CHILI), 1 KG",2021,August,100.03,94.67,8,8/1/2021
"KOLITIS/URAY (AMARANTH), 1 KG",2021,August,60.03,53.62,8,8/1/2021
"TOGUE (BEAN SPROUTS), 1 KG",2021,August,30.15,27.54,8,8/1/2021
"PAKO (FIDDLEHEAD FERN), 1 KG",2021,August,70.99,63.09,8,8/1/2021
"MUSHROOM (OYSTER/FRESH), 1 KG",2021,August,170.88,158.43,8,8/1/2021
"TANGLAD (LEMON GRASS), 1 KG",2021,August,22.11,18.83,8,8/1/2021
"KUTSAY (CHIVES), 1 KG",2021,August,55.03,46.87,8,8/1/2021
"LABONG (BAMBOO SHOOT), 1 KG",2021,August,60.88,53.35,8,8/1/2021
"ARARU (ARROWROOT), 1 KG",2021,August,90.99,83.68,8,8/1/2021
"KAMOTE (SWEET POTATO), 1 KG",2021,August,60.05,53.6,8,8/1/2021
"GABI (TARO), 1 KG",2021,August,65.05,57.1,8,8/1/2021
"UBE (PURPLE YAM), 1 KG",2021,August,70.05,63.46,8,8/1/2021
"SINANDOMENG RICE, 1 KG",2021,August,49.73,48.44,8,8/1/2021
"DINORADO RICE, 1 KG",2021,August,53.47,52.5,8,8/1/2021
"JASMINE RICE, 1 KG",2021,August,53.11,53.01,8,8/1/2021
"MALAGKIT (STICKY RICE), 1 KG",2021,August,56.33,55.77,8,8/1/2021
"MILAGROSA RICE, 1 KG",2021,August,45.73,46.63,8,8/1/2021
"PINAWA (BROWN RICE), 1 KG",2021,August,64.24,64.16,8,8/1/2021
"PULANG BIGAS (RED RICE), 1 KG",2021,August,61.87,59.9,8,8/1/2021
"REPOLYO (CABBAGE), 1 KG",2022,August,75.79,81.76,8,8/1/2022
"KOLIFLOWER (CAULIFLOWER), 1 KG",2022,August,174.63,162.8,8,8/1/2022
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2022,August,38.54,37.34,8,8/1/2022
"ALUGBATI (MALABAR SPINACH), 1 KG",2022,August,53.72,57.73,8,8/1/2022
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2022,August,40.58,40.61,8,8/1/2022
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2022,August,41.91,42.28,8,8/1/2022
"GABI LEAVES (DAHON NG GABI), 1 KG",2022,August,87.81,86.79,8,8/1/2022
"KANGKONG (WATER SPINACH), 1 KG",2022,August,42.87,44.32,8,8/1/2022
"MALUNGGAY (MORINGA), 1 KG",2022,August,48.98,49.26,8,8/1/2022
"BOK CHOY (CHINESE CABBAGE), 1 KG",2022,August,63.66,67.19,8,8/1/2022
"PECHAY (NATIVE), 1 KG",2022,August,78.02,82.69,8,8/1/2022
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2022,August,114.85,118.08,8,8/1/2022
"SILING LABUYO (WILD CHILI), 1 KG",2022,August,325.87,285.96,8,8/1/2022
"SIBUYAS (ONION), 1 KG",2022,August,215.34,201.65,8,8/1/2022
"LABANOS (RADISH), 1 KG",2022,August,55.77,48.4,8,8/1/2022
"SITAW (STRING BEAN), 1 KG",2022,August,65.92,57.11,8,8/1/2022
"AMPALAYA (BITTER GOURD), 1 KG",2022,August,70.36,63.44,8,8/1/2022
"UPO (BOTTLE GOURD), 1 KG",2022,August,60.77,53.26,8,8/1/2022
"TALONG (EGGPLANT), (NATIVE), 1 KG",2022,August,60.91,52.55,8,8/1/2022
"LUYA (GINGER), 1 KG",2022,August,180.14,145.97,8,8/1/2022
"BAWANG (GARLIC), 1 KG",2022,August,250.25,236.89,8,8/1/2022
"KAMATIS (TOMATO), 1 KG",2022,August,85.39,73.5,8,8/1/2022
"KAROT (CARROT), 1 KG",2022,August,85.91,76.42,8,8/1/2022
"BROKOLI (BROCCOLI), 1 KG",2022,August,165.71,158.05,8,8/1/2022
"SINGKAMAS (JICAMA), 1 KG",2022,August,42.06,36.33,8,8/1/2022
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2022,August,165.7,157.62,8,8/1/2022
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2022,August,75.82,67.69,8,8/1/2022
"MUSTASA (MUSTARD LEAVE), 1 KG",2022,August,54.38,47.85,8,8/1/2022
"SAYOTE (CHAYOTE), 1 KG",2022,August,44.02,40.09,8,8/1/2022
"KALABASA (SQUASH), 1 KG",2022,August,40.91,34.54,8,8/1/2022
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2022,August,30.08,25.72,8,8/1/2022
"OKRA, 1 KG",2022,August,65.05,57.42,8,8/1/2022
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2022,August,180.11,150.95,8,8/1/2022
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2022,August,80.05,73.06,8,8/1/2022
"SAMPALOC (TAMARIND), 1 KG",2022,August,95.03,88.43,8,8/1/2022
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2022,August,65.11,57.27,8,8/1/2022
"PATOLA (SPONGE GOURD), 1 KG",2022,August,60.11,52.22,8,8/1/2022
"PATANI (LIMA BEAN), 1 KG",2022,August,65.11,57.34,8,8/1/2022
"SALUYOT (JUTE MALLOW), 1 KG",2022,August,60.1,52.76,8,8/1/2022
"KADYOS (PIGEON BEAN), 1 KG",2022,August,75.99,69.34,8,8/1/2022
"BATAW (HYACINTH BEAN), 1 KG",2022,August,65.05,58.01,8,8/1/2022
"KAMOTENG KAHOY (CASSAVA), 1 KG",2022,August,60.91,53.85,8,8/1/2022
"GABI (TARRO), 1 KG",2022,August,75.05,68.67,8,8/1/2022
"SILING-TAMBAN (BELL PEPPER), 1 KG",2022,August,95.88,88.61,8,8/1/2022
"PATATAS (POTATO), 1 KG",2022,August,85.02,78.83,8,8/1/2022
"LETTUCE (LITSUGAS), 1 KG",2022,August,105.99,98.01,8,8/1/2022
"GREEN BEANS (BAGUIO BEANS), 1 KG",2022,August,75.05,68.42,8,8/1/2022
"SILING LABUYO (RED CHILI), 1 KG",2022,August,105.99,98.78,8,8/1/2022
"KOLITIS/URAY (AMARANTH), 1 KG",2022,August,65.12,57.87,8,8/1/2022
"TOGUE (BEAN SPROUTS), 1 KG",2022,August,33.15,29.46,8,8/1/2022
"PAKO (FIDDLEHEAD FERN), 1 KG",2022,August,75.92,68.2,8,8/1/2022
"MUSHROOM (OYSTER/FRESH), 1 KG",2022,August,180.12,167.54,8,8/1/2022
"TANGLAD (LEMON GRASS), 1 KG",2022,August,25.92,20.92,8,8/1/2022
"KUTSAY (CHIVES), 1 KG",2022,August,60.92,51.56,8,8/1/2022
"LABONG (BAMBOO SHOOT), 1 KG",2022,August,65.99,58.69,8,8/1/2022
"ARARU (ARROWROOT), 1 KG",2022,August,95.05,88.27,8,8/1/2022
"KAMOTE (SWEET POTATO), 1 KG",2022,August,65.92,57.82,8,8/1/2022
"GABI (TARO), 1 KG",2022,August,70.11,61.35,8,8/1/2022
"UBE (PURPLE YAM), 1 KG",2022,August,75.92,68.02,8,8/1/2022
"SINANDOMENG RICE, 1 KG",2022,August,50.21,51.22,8,8/1/2022
"DINORADO RICE, 1 KG",2022,August,54.63,54.99,8,8/1/2022
"JASMINE RICE, 1 KG",2022,August,56.19,55.69,8,8/1/2022
"MALAGKIT (STICKY RICE), 1 KG",2022,August,57.27,58.36,8,8/1/2022
"MILAGROSA RICE, 1 KG",2022,August,48.18,48.61,8,8/1/2022
"PINAWA (BROWN RICE), 1 KG",2022,August,67.4,66.9,8,8/1/2022
"PULANG BIGAS (RED RICE), 1 KG",2022,August,62.68,63.38,8,8/1/2022
"REPOLYO (CABBAGE), 1 KG",2023,August,110.46,92.47,8,8/1/2023
"KOLIFLOWER (CAULIFLOWER), 1 KG",2023,August,209.44,182.78,8,8/1/2023
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2023,August,40.55,36.15,8,8/1/2023
"ALUGBATI (MALABAR SPINACH), 1 KG",2023,August,54.35,61.09,8,8/1/2023
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2023,August,43.27,43.78,8,8/1/2023
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2023,August,47.68,47.73,8,8/1/2023
"GABI LEAVES (DAHON NG GABI), 1 KG",2023,August,84.22,86.49,8,8/1/2023
"KANGKONG (WATER SPINACH), 1 KG",2023,August,46.34,48.23,8,8/1/2023
"MALUNGGAY (MORINGA), 1 KG",2023,August,58.02,59.13,8,8/1/2023
"BOK CHOY (CHINESE CABBAGE), 1 KG",2023,August,84.26,76.33,8,8/1/2023
"PECHAY (NATIVE), 1 KG",2023,August,94.99,85.33,8,8/1/2023
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2023,August,141.53,142.61,8,8/1/2023
"SILING LABUYO (WILD CHILI), 1 KG",2023,August,350.47,315.56,8,8/1/2023
"SIBUYAS (ONION), 1 KG",2023,August,235.91,220.88,8,8/1/2023
"LABANOS (RADISH), 1 KG",2023,August,60.97,53.43,8,8/1/2023
"SITAW (STRING BEAN), 1 KG",2023,August,70.9,63.06,8,8/1/2023
"AMPALAYA (BITTER GOURD), 1 KG",2023,August,75.25,68.06,8,8/1/2023
"UPO (BOTTLE GOURD), 1 KG",2023,August,65.23,58.88,8,8/1/2023
"TALONG (EGGPLANT), (NATIVE), 1 KG",2023,August,65.14,57.07,8,8/1/2023
"LUYA (GINGER), 1 KG",2023,August,200.96,166.08,8,8/1/2023
"BAWANG (GARLIC), 1 KG",2023,August,270.81,257.02,8,8/1/2023
"KAMATIS (TOMATO), 1 KG",2023,August,95.14,83.63,8,8/1/2023
"KAROT (CARROT), 1 KG",2023,August,90.04,82.14,8,8/1/2023
"BROKOLI (BROCCOLI), 1 KG",2023,August,175.78,168.07,8,8/1/2023
"SINGKAMAS (JICAMA), 1 KG",2023,August,45.42,39.95,8,8/1/2023
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2023,August,175.05,168.03,8,8/1/2023
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2023,August,80.89,72.68,8,8/1/2023
"MUSTASA (MUSTARD LEAVE), 1 KG",2023,August,57.07,50.85,8,8/1/2023
"SAYOTE (CHAYOTE), 1 KG",2023,August,47.9,43.55,8,8/1/2023
"KALABASA (SQUASH), 1 KG",2023,August,43.12,37.25,8,8/1/2023
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2023,August,33.15,28.23,8,8/1/2023
"OKRA, 1 KG",2023,August,70.12,62.35,8,8/1/2023
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2023,August,200.04,172.01,8,8/1/2023
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2023,August,85.92,78.46,8,8/1/2023
"SAMPALOC (TAMARIND), 1 KG",2023,August,100.12,92.43,8,8/1/2023
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2023,August,70.03,62.68,8,8/1/2023
"PATOLA (SPONGE GOURD), 1 KG",2023,August,65.15,58.66,8,8/1/2023
"PATANI (LIMA BEAN), 1 KG",2023,August,70.88,63.11,8,8/1/2023
"SALUYOT (JUTE MALLOW), 1 KG",2023,August,65.88,57.99,8,8/1/2023
"KADYOS (PIGEON BEAN), 1 KG",2023,August,80.99,74.67,8,8/1/2023
"BATAW (HYACINTH BEAN), 1 KG",2023,August,70.03,63.09,8,8/1/2023
"KAMOTENG KAHOY (CASSAVA), 1 KG",2023,August,65.05,58.93,8,8/1/2023
"GABI (TARRO), 1 KG",2023,August,80.05,73.61,8,8/1/2023
"SILING-TAMBAN (BELL PEPPER), 1 KG",2023,August,100.03,93.27,8,8/1/2023
"PATATAS (POTATO), 1 KG",2023,August,90.99,83.85,8,8/1/2023
"LETTUCE (LITSUGAS), 1 KG",2023,August,110.03,103.27,8,8/1/2023
"GREEN BEANS (BAGUIO BEANS), 1 KG",2023,August,80.11,73.85,8,8/1/2023
"SILING LABUYO (RED CHILI), 1 KG",2023,August,110.03,103.02,8,8/1/2023
"KOLITIS/URAY (AMARANTH), 1 KG",2023,August,70.05,62.79,8,8/1/2023
"TOGUE (BEAN SPROUTS), 1 KG",2023,August,35.15,32.67,8,8/1/2023
"PAKO (FIDDLEHEAD FERN), 1 KG",2023,August,80.11,73.71,8,8/1/2023
"MUSHROOM (OYSTER/FRESH), 1 KG",2023,August,190.11,179.19,8,8/1/2023
"TANGLAD (LEMON GRASS), 1 KG",2023,August,28.05,23.94,8,8/1/2023
"KUTSAY (CHIVES), 1 KG",2023,August,65.12,56.68,8,8/1/2023
"LABONG (BAMBOO SHOOT), 1 KG",2023,August,70.05,63.43,8,8/1/2023
"ARARU (ARROWROOT), 1 KG",2023,August,100.03,93.26,8,8/1/2023
"KAMOTE (SWEET POTATO), 1 KG",2023,August,70.05,62.79,8,8/1/2023
"GABI (TARO), 1 KG",2023,August,75.12,66.69,8,8/1/2023
"UBE (PURPLE YAM), 1 KG",2023,August,80.03,73.44,8,8/1/2023
"SINANDOMENG RICE, 1 KG",2023,August,52.73,53.66,8,8/1/2023
"DINORADO RICE, 1 KG",2023,August,58.11,57.6,8,8/1/2023
"JASMINE RICE, 1 KG",2023,August,57.74,58.55,8,8/1/2023
"MALAGKIT (STICKY RICE), 1 KG",2023,August,62.8,61.48,8,8/1/2023
"MILAGROSA RICE, 1 KG",2023,August,51.25,51.08,8,8/1/2023
"PINAWA (BROWN RICE), 1 KG",2023,August,71.4,70.51,8,8/1/2023
"PULANG BIGAS (RED RICE), 1 KG",2023,August,66.11,66.79,8,8/1/2023
"REPOLYO (CABBAGE), 1 KG",2024,August,83.1,86.37,8,8/1/2024
"KOLIFLOWER (CAULIFLOWER), 1 KG",2024,August,180.87,175.04,8,8/1/2024
"BANANA BLOSSOM (PUSO NG SAGING), 1 KG",2024,August,35.1,34.58,8,8/1/2024
"ALUGBATI (MALABAR SPINACH), 1 KG",2024,August,63.02,63.99,8,8/1/2024
"CAMOTE TOPS (TALBOS NG KAMOTE), 1 KG",2024,August,51.19,49.75,8,8/1/2024
"CHAYOTE LEAVES (DAHON NG SAYOTE), 1 KG",2024,August,46.42,47.31,8,8/1/2024
"GABI LEAVES (DAHON NG GABI), 1 KG",2024,August,93.03,91.65,8,8/1/2024
"KANGKONG (WATER SPINACH), 1 KG",2024,August,53.4,53.12,8,8/1/2024
"MALUNGGAY (MORINGA), 1 KG",2024,August,61.06,57.32,8,8/1/2024
"BOK CHOY (CHINESE CABBAGE), 1 KG",2024,August,76.95,77.77,8,8/1/2024
"PECHAY (NATIVE), 1 KG",2024,August,97.09,93.3,8,8/1/2024
"DAHON NG SIBUYAS (ONION LEAVES), 1 KG",2024,August,147.88,140.87,8,8/1/2024
"SILING LABUYO (WILD CHILI), 1 KG",2024,August,375.91,339.14,8,8/1/2024
"SIBUYAS (ONION), 1 KG",2024,August,260.14,243.43,8,8/1/2024
"LABANOS (RADISH), 1 KG",2024,August,65.41,57.59,8,8/1/2024
"SITAW (STRING BEAN), 1 KG",2024,August,75.88,67.29,8,8/1/2024
"AMPALAYA (BITTER GOURD), 1 KG",2024,August,80.12,73.41,8,8/1/2024
"UPO (BOTTLE GOURD), 1 KG",2024,August,70.07,64.31,8,8/1/2024
"TALONG (EGGPLANT), (NATIVE), 1 KG",2024,August,70.08,63.01,8,8/1/2024
"LUYA (GINGER), 1 KG",2024,August,220.78,184.94,8,8/1/2024
"BAWANG (GARLIC), 1 KG",2024,August,290.11,276.77,8,8/1/2024
"KAMATIS (TOMATO), 1 KG",2024,August,105.44,93.24,8,8/1/2024
"KAROT (CARROT), 1 KG",2024,August,95.03,87.2,8,8/1/2024
"BROKOLI (BROCCOLI), 1 KG",2024,August,185.78,178.98,8,8/1/2024
"SINGKAMAS (JICAMA), 1 KG",2024,August,48.01,42.48,8,8/1/2024
SIBUYAS NA PUTI (WHITE ONION) 1 KG,2024,August,185.08,178.99,8,8/1/2024
"BAGUIO PECHAY (NAPA CABBAGE), 1 KG",2024,August,85.17,77.63,8,8/1/2024
"MUSTASA (MUSTARD LEAVE), 1 KG",2024,August,60.18,54.32,8,8/1/2024
"SAYOTE (CHAYOTE), 1 KG",2024,August,50.81,46.24,8,8/1/2024
"KALABASA (SQUASH), 1 KG",2024,August,46.19,40.78,8,8/1/2024
"SQUASH BLOSSOM (BULAKLAK NG KALABASA), 1 KG",2024,August,35.88,30.73,8,8/1/2024
"OKRA, 1 KG",2024,August,75.11,67.65,8,8/1/2024
"LUYANG DILAW (TURMERIC GINGER), 1 KG",2024,August,220.88,195.87,8,8/1/2024
"SILING-GREEN (CHILI),  (GREEN/LONG), 1 KG",2024,August,90.12,83.62,8,8/1/2024
"SAMPALOC (TAMARIND), 1 KG",2024,August,105.15,98.08,8,8/1/2024
"TALONG(EGGPLANT),  (ROUND/PURPLE), 1 KG",2024,August,75.15,68.45,8,8/1/2024
"PATOLA (SPONGE GOURD), 1 KG",2024,August,70.04,63.6,8,8/1/2024
"PATANI (LIMA BEAN), 1 KG",2024,August,75.05,68.39,8,8/1/2024
"SALUYOT (JUTE MALLOW), 1 KG",2024,August,70.11,62.78,8,8/1/2024
"KADYOS (PIGEON BEAN), 1 KG",2024,August,85.88,78.86,8,8/1/2024
"BATAW (HYACINTH BEAN), 1 KG",2024,August,75.88,68.43,8,8/1/2024
"KAMOTENG KAHOY (CASSAVA), 1 KG",2024,August,70.99,64.03,8,8/1/2024
"GABI (TARRO), 1 KG",2024,August,85.02,77.22,8,8/1/2024
"SILING-TAMBAN (BELL PEPPER), 1 KG",2024,August,105.03,97.94,8,8/1/2024
"PATATAS (POTATO), 1 KG",2024,August,95.88,88.61,8,8/1/2024
"LETTUCE (LITSUGAS), 1 KG",2024,August,115.99,108.21,8,8/1/2024
"GREEN BEANS (BAGUIO BEANS), 1 KG",2024,August,85.03,78.77,8,8/1/2024
"SILING LABUYO (RED CHILI), 1 KG",2024,August,115.99,108.26,8,8/1/2024
"KOLITIS/URAY (AMARANTH), 1 KG",2024,August,75.92,67.77,8,8/1/2024
"TOGUE (BEAN SPROUTS), 1 KG",2024,August,38.01,34.33,8,8/1/2024
"PAKO (FIDDLEHEAD FERN), 1 KG",2024,August,85.92,78.62,8,8/1/2024
"MUSHROOM (OYSTER/FRESH), 1 KG",2024,August,200.99,188.94,8,8/1/2024
"TANGLAD (LEMON GRASS), 1 KG",2024,August,30.99,25.88,8,8/1/2024
"KUTSAY (CHIVES), 1 KG",2024,August,70.12,61.53,8,8/1/2024
"LABONG (BAMBOO SHOOT), 1 KG",2024,August,75.92,68.01,8,8/1/2024
